codigo,geocodigo,municipio,uf
316695,3166956,Serranópolis de Minas,MG
412635,4126355,Serranópolis do Iguaçu,PR
316700,3167004,Serranos,MG
251590,2515906,Serraria,PB
241350,2413508,Serrinha,RN
293050,2930501,Serrinha,BA
241355,2413557,Serrinha dos Pintos,RN
261400,2614006,Serrita,PE
316710,3167103,Serro,MG
293060,2930600,Serrolândia,BA
412640,4126405,Sertaneja,PR
261410,2614105,Sertânia,PE
412650,4126504,Sertanópolis,PR
432050,4320503,Sertão,RS
432055,4320552,Sertão Santana,RS
355170,3551702,Sertãozinho,SP
251593,2515930,Sertãozinho,PB
355180,3551801,Sete Barras,SP
432057,4320578,Sete de Setembro,RS
316720,3167202,Sete Lagoas,MG
500770,5007703,Sete Quedas,MS
316555,3165552,Setubinha,MG
432060,4320602,Severiano de Almeida,RS
241360,2413607,Severiano Melo,RN
355190,3551900,Severínia,SP
421760,4217600,Siderópolis,SC
500790,5007901,Sidrolândia,MS
221065,2210656,Sigefredo Pacheco,PI
330560,3305604,Silva Jardim,RJ
522060,5220603,Silvânia,GO
172065,1720655,Silvanópolis,TO
432065,4320651,Silveira Martins,RS
316730,3167301,Silveirânia,MG
355200,3552007,Silveiras,SP
130400,1304005,Silves,AM
316740,3167400,Silvianópolis,MG
280710,2807105,Simão Dias,SE
316750,3167509,Simão Pereira,MG
221070,2210706,Simões,PI
293070,2930709,Simões Filho,BA
522068,5220686,Simolândia,GO
316760,3167608,Simonésia,MG
221080,2210805,Simplício Mendes,PI
432067,4320677,Sinimbu,RS
510790,5107909,Sinop,MT
412660,4126603,Siqueira Campos,PR
261420,2614204,Sirinhaém,PE
280720,2807204,Siriri,SE
522070,5220702,Sítio d'Abadia,GO
293075,2930758,Sítio do Mato,BA
293076,2930766,Sítio do Quinto,BA
211180,2111805,Sítio Novo,MA
241370,2413706,Sítio Novo,RN
172080,1720804,Sítio Novo do Tocantins,TO
293077,2930774,Sobradinho,BA
432070,4320701,Sobradinho,RS
251597,2515971,Sobrado,PB
231290,2312908,Sobral,CE
316770,3167707,Sobrália,MG
355210,3552106,Socorro,SP
221090,2210904,Socorro do Piauí,PI
251600,2516003,Solânea,PB
251610,2516102,Soledade,PB
432080,4320800,Soledade,RS
316780,3167806,Soledade de Minas,MG
261440,2614402,Solidão,PE
231300,2313005,Solonópole,CE
421770,4217709,Sombrio,SC
500793,5007935,Sonora,MS
320501,3205010,Sooretama,ES
355220,3552205,Sorocaba,SP
510792,5107925,Sorriso,MT
251615,2516151,Sossêgo,PB
150790,1507904,Soure,PA
251620,2516201,Sousa,PB
293080,2930808,Souto Soares,BA
172085,1720853,Sucupira,TO
211190,2111904,Sucupira do Norte,MA
211195,2111953,Sucupira do Riachão,MA
355230,3552304,Sud Mennucci,SP
421775,4217758,Sul Brasil,SC
412665,4126652,Sulina,PR
355240,3552403,Sumaré,SP
251630,2516300,Sumé,PB
330570,3305703,Sumidouro,RJ
261450,2614501,Surubim,PE
221093,2210938,Sussuapara,PI
355255,3552551,Suzanápolis,SP
355250,3552502,Suzano,SP
432085,4320859,Tabaí,RS
510794,5107941,Tabaporã,MT
355260,3552601,Tabapuã,SP
355270,3552700,Tabatinga,SP
130406,1304062,Tabatinga,AM
261460,2614600,Tabira,PE
355280,3552809,Taboão da Serra,SP
293090,2930907,Tabocas do Brejo Velho,BA
241380,2413805,Taboleiro Grande,RN
316790,3167905,Tabuleiro,MG
231310,2313104,Tabuleiro do Norte,CE
261470,2614709,Tacaimbó,PE
261480,2614808,Tacaratu,PE
355290,3552908,Taciba,SP
251640,2516409,Tacima,PB
500795,5007950,Tacuru,MS
355300,3553005,Taguaí,SP
172090,1720903,Taguatinga,TO
355310,3553104,Taiaçu,SP
150795,1507953,Tailândia,PA
421780,4217808,Taió,SC
316800,3168002,Taiobeiras,MG
172093,1720937,Taipas do Tocantins,TO
241390,2413904,Taipu,RN
355320,3553203,Taiúva,SP
172097,1720978,Talismã,TO
261485,2614857,Tamandaré,PE
412667,4126678,Tamarana,PR
355330,3553302,Tambaú,SP
412670,4126702,Tamboara,PR
231320,2313203,Tamboril,CE
221095,2210953,Tamboril do Piauí,PI
355340,3553401,Tanabi,SP
241400,2414001,Tangará,RN
421790,4217907,Tangará,SC
510795,5107958,Tangará da Serra,MT
330575,3305752,Tanguá,RJ
293100,2931004,Tanhaçu,BA
270900,2709004,Tanque d'Arca,AL
221097,2210979,Tanque do Piauí,PI
293105,2931053,Tanque Novo,BA
293110,2931103,Tanquinho,BA
316805,3168051,Taparuba,MG
130410,1304104,Tapauá,AM
412680,4126801,Tapejara,PR
432090,4320909,Tapejara,RS
432100,4321006,Tapera,RS
293120,2931202,Taperoá,BA
251650,2516508,Taperoá,PB
432110,4321105,Tapes,RS
412690,4126900,Tapira,PR
316810,3168101,Tapira,MG
316820,3168200,Tapiraí,MG
355350,3553500,Tapiraí,SP
293130,2931301,Tapiramutá,BA
355360,3553609,Tapiratiba,SP
510800,5108006,Tapurah,MT
432120,4321204,Taquara,RS
316830,3168309,Taquaraçu de Minas,MG
355365,3553658,Taquaral,SP
522100,5221007,Taquaral de Goiás,GO
270910,2709103,Taquarana,AL
432130,4321303,Taquari,RS
355370,3553708,Taquaritinga,SP
261500,2615003,Taquaritinga do Norte,PE
355380,3553807,Taquarituba,SP
355385,3553856,Taquarivaí,SP
432132,4321329,Taquaruçu do Sul,RS
500797,5007976,Taquarussu,MS
355390,3553906,Tarabai,SP
120060,1200609,Tarauacá,AC
231325,2313252,Tarrafas,CE
160070,1600709,Tartarugalzinho,AP
355395,3553955,Tarumã,SP
316840,3168408,Tarumirim,MG
211200,2112001,Tasso Fragoso,MA
355400,3554003,Tatuí,SP
231330,2313302,Tauá,CE
355410,3554102,Taubaté,SP
432135,4321352,Tavares,RS
251660,2516607,Tavares,PB
130420,1304203,Tefé,AM
251670,2516706,Teixeira,PB
293135,2931350,Teixeira de Freitas,BA
412700,4127007,Teixeira Soares,PR
316850,3168507,Teixeiras,MG
110155,1101559,Teixeirópolis,RO
231335,2313351,Tejuçuoca,CE
355420,3554201,Tejupá,SP
412710,4127106,Telêmaco Borba,PR
280730,2807303,Telha,SE
241410,2414100,Tenente Ananias,RN
241415,2414159,Tenente Laurentino Cruz,RN
432140,4321402,Tenente Portela,RS
251675,2516755,Tenório,PB
293140,2931400,Teodoro Sampaio,BA
355430,3554300,Teodoro Sampaio,SP
293150,2931509,Teofilândia,BA
316860,3168606,Teófilo Otoni,MG
293160,2931608,Teolândia,BA
270915,2709152,Teotônio Vilela,AL
500800,5008008,Terenos,MS
221100,2211001,Teresina,PI
522108,5221080,Teresina de Goiás,GO
330580,3305802,Teresópolis,RJ
261510,2615102,Terezinha,PE
522119,5221197,Terezópolis de Goiás,GO
150796,1507961,Terra Alta,PA
412720,4127205,Terra Boa,PR
432143,4321436,Terra de Areia,RS
293170,2931707,Terra Nova,BA
261520,2615201,Terra Nova,PE
510805,5108055,Terra Nova do Norte,MT
412730,4127304,Terra Rica,PR
412740,4127403,Terra Roxa,PR
355440,3554409,Terra Roxa,SP
150797,1507979,Terra Santa,PA
510810,5108105,Tesouro,MT
432145,4321451,Teutônia,RS
110160,1101609,Theobroma,RO
231340,2313401,Tianguá,CE
412750,4127502,Tibagi,PR
241105,2411056,Tibau,RN
241420,2414209,Tibau do Sul,RN
355450,3554508,Tietê,SP
421795,4217956,Tigrinhos,SC
421800,4218004,Tijucas,SC
412760,4127601,Tijucas do Sul,PR
261530,2615300,Timbaúba,PE
241430,2414308,Timbaúba dos Batistas,RN
421810,4218103,Timbé do Sul,SC
211210,2112100,Timbiras,MA
421820,4218202,Timbó,SC
421825,4218251,Timbó Grande,SC
355460,3554607,Timburi,SP
211220,2112209,Timon,MA
316870,3168705,Timóteo,MG
432146,4321469,Tio Hugo,RS
316880,3168804,Tiradentes,MG
432147,4321477,Tiradentes do Sul,RS
316890,3168903,Tiros,MG
280740,2807402,Tobias Barreto,SE
172110,1721109,Tocantínia,TO
172120,1721208,Tocantinópolis,TO
316900,3169000,Tocantins,MG
316905,3169059,Tocos do Moji,MG
316910,3169109,Toledo,MG
412770,4127700,Toledo,PR
280750,2807501,Tomar do Geru,SE
412780,4127809,Tomazina,PR
316920,3169208,Tombos,MG
150800,1508001,Tomé-Açu,PA
130423,1304237,Tonantins,AM
261540,2615409,Toritama,PE
510820,5108204,Torixoréu,MT
432149,4321493,Toropi,RS
355465,3554656,Torre de Pedra,SP
432150,4321501,Torres,RS
355470,3554706,Torrinha,SP
241440,2414407,Touros,RN
355475,3554755,Trabiju,SP
150803,1508035,Tracuateua,PA
261550,2615508,Tracunhaém,PE
270920,2709202,Traipu,AL
150805,1508050,Trairão,PA
231350,2313500,Trairi,CE
330590,3305901,Trajano de Moraes,RJ
432160,4321600,Tramandaí,RS
432162,4321626,Travesseiro,RS
293180,2931806,Tremedal,BA
355480,3554805,Tremembé,SP
432163,4321634,Três Arroios,RS
421830,4218301,Três Barras,SC
412785,4127858,Três Barras do Paraná,PR
432166,4321667,Três Cachoeiras,RS
316930,3169307,Três Corações,MG
432170,4321709,Três Coroas,RS
432180,4321808,Três de Maio,RS
432183,4321832,Três Forquilhas,RS
355490,3554904,Três Fronteiras,SP
500830,5008305,Três Lagoas,MS
316935,3169356,Três Marias,MG
432185,4321857,Três Palmeiras,RS
432190,4321907,Três Passos,RS
316940,3169406,Três Pontas,MG
522130,5221304,Três Ranchos,GO
330600,3306008,Três Rios,RJ
421835,4218350,Treviso,SC
421840,4218400,Treze de Maio,SC
421850,4218509,Treze Tílias,SC
522140,5221403,Trindade,GO
261560,2615607,Trindade,PE
432195,4321956,Trindade do Sul,RS
432200,4322004,Triunfo,RS
251680,2516805,Triunfo,PB
261570,2615706,Triunfo,PE
241445,2414456,Triunfo Potiguar,RN
211223,2112233,Trizidela do Vale,MA
522145,5221452,Trombas,GO
421860,4218608,Trombudo Central,SC
421870,4218707,Tubarão,SC
293190,2931905,Tucano,BA
150808,1508084,Tucumã,PA
432210,4322103,Tucunduva,RS
150810,1508100,Tucuruí,PA
211227,2112274,Tufilândia,MA
355495,3554953,Tuiuti,SP
316950,3169505,Tumiritinga,MG
421875,4218756,Tunápolis,SC
432215,4322152,Tunas,RS
412788,4127882,Tunas do Paraná,PR
412790,4127908,Tuneiras do Oeste,PR
211230,2112308,Tuntum,MA
355500,3555000,Tupã,SP
316960,3169604,Tupaciguara,MG
261580,2615805,Tupanatinga,PE
432218,4322186,Tupanci do Sul,RS
432220,4322202,Tupanciretã,RS
432225,4322251,Tupandi,RS
432230,4322301,Tuparendi,RS
261590,2615904,Tuparetama,PE
412795,4127957,Tupãssi,PR
355510,3555109,Tupi Paulista,SP
172125,1721257,Tupirama,TO
172130,1721307,Tupiratins,TO
211240,2112407,Turiaçu,MA
211245,2112456,Turilândia,MA
355520,3555208,Turiúba,SP
355530,3555307,Turmalina,SP
316970,3169703,Turmalina,MG
432232,4322327,Turuçu,RS
231355,2313559,Tururu,CE
522150,5221502,Turvânia,GO
522155,5221551,Turvelândia,GO
412796,4127965,Turvo,PR
421880,4218806,Turvo,SC
316980,3169802,Turvolândia,MG
211250,2112506,Tutóia,MA
130426,1304260,Uarini,AM
293200,2932002,Uauá,BA
316990,3169901,Ubá,MG
317000,3170008,Ubaí,MG
293210,2932101,Ubaíra,BA
293220,2932200,Ubaitaba,BA
231360,2313609,Ubajara,CE
317005,3170057,Ubaporanga,MG
355535,3555356,Ubarana,SP
293230,2932309,Ubatã,BA
355540,3555406,Ubatuba,SP
317010,3170107,Uberaba,MG
317020,3170206,Uberlândia,MG
355550,3555505,Ubirajara,SP
412800,4128005,Ubiratã,PR
432234,4322343,Ubiretama,RS
355560,3555604,Uchoa,SP
293240,2932408,Uibaí,BA
140070,1400704,Uiramutã,RR
522157,5221577,Uirapuru,GO
251690,2516904,Uiraúna,PB
150812,1508126,Ulianópolis,PA
231370,2313708,Umari,CE
241450,2414506,Umarizal,RN
280760,2807600,Umbaúba,SE
293245,2932457,Umburanas,BA
317030,3170305,Umburatiba,MG
251700,2517001,Umbuzeiro,PB
231375,2313757,Umirim,CE
412810,4128104,Umuarama,PR
293250,2932507,Una,BA
317040,3170404,Unaí,MG
221110,2211100,União,PI
432235,4322350,União da Serra,RS
412820,4128203,União da Vitória,PR
317043,3170438,União de Minas,MG
421885,4218855,União do Oeste,SC
510830,5108303,União do Sul,MT
270930,2709301,União dos Palmares,AL
355570,3555703,União Paulista,SP
412830,4128302,Uniflor,PR
432237,4322376,Unistalda,RS
241460,2414605,Upanema,RN
412840,4128401,Uraí,PR
293260,2932606,Urandi,BA
355580,3555802,Urânia,SP
211260,2112605,Urbano Santos,MA
355590,3555901,Uru,SP
522160,5221601,Uruaçu,GO
522170,5221700,Uruana,GO
317047,3170479,Uruana de Minas,MG
150815,1508159,Uruará,PA
421890,4218905,Urubici,SC
231380,2313807,Uruburetama,CE
317050,3170503,Urucânia,MG
130430,1304302,Urucará,AM
293270,2932705,Uruçuca,BA
221120,2211209,Uruçuí,PI
317052,3170529,Urucuia,MG
130440,1304401,Urucurituba,AM
432240,4322400,Uruguaiana,RS
231390,2313906,Uruoca,CE
110170,1101708,Urupá,RO
421895,4218954,Urupema,SC
355600,3556008,Urupês,SP
421900,4219002,Urussanga,SC
522180,5221809,Urutaí,GO
293280,2932804,Utinga,BA
432250,4322509,Vacaria,RS
510835,5108352,Vale de São Domingos,MT
110175,1101757,Vale do Anari,RO
110180,1101807,Vale do Paraíso,RO
432253,4322533,Vale do Sol,RS
432254,4322541,Vale Real,RS
432252,4322525,Vale Verde,RS
293290,2932903,Valença,BA
330610,3306107,Valença,RJ
221130,2211308,Valença do Piauí,PI
293300,2933000,Valente,BA
355610,3556107,Valentim Gentil,SP
355620,3556206,Valinhos,SP
355630,3556305,Valparaíso,SP
522185,5221858,Valparaíso de Goiás,GO
432255,4322558,Vanini,RS
421910,4219101,Vargeão,SC
421915,4219150,Vargem,SC
355635,3556354,Vargem,SP
317057,3170578,Vargem Alegre,MG
320503,3205036,Vargem Alta,ES
317060,3170602,Vargem Bonita,MG
421917,4219176,Vargem Bonita,SC
211270,2112704,Vargem Grande,MA
317065,3170651,Vargem Grande do Rio Pardo,MG
355640,3556404,Vargem Grande do Sul,SP
355645,3556453,Vargem Grande Paulista,SP
317070,3170701,Varginha,MG
522190,5221908,Varjão,GO
317075,3170750,Varjão de Minas,MG
231395,2313955,Varjota,CE
330615,3306156,Varre-Sai,RJ
241470,2414704,Várzea,RN
251710,2517100,Várzea,PB
231400,2314003,Várzea Alegre,CE
221135,2211357,Várzea Branca,PI
317080,3170800,Várzea da Palma,MG
293305,2933059,Várzea da Roça,BA
293310,2933109,Várzea do Poço,BA
221140,2211407,Várzea Grande,PI
510840,5108402,Várzea Grande,MT
293315,2933158,Várzea Nova,BA
355650,3556503,Várzea Paulista,SP
293317,2933174,Varzedo,BA
317090,3170909,Varzelândia,MG
330620,3306206,Vassouras,RJ
317100,3171006,Vazante,MG
432260,4322608,Venâncio Aires,RS
320506,3205069,Venda Nova do Imigrante,ES
241475,2414753,Venha-Ver,RN
412853,4128534,Ventania,PR
261600,2616001,Venturosa,PE
510850,5108501,Vera,MT
241480,2414803,Vera Cruz,RN
293320,2933208,Vera Cruz,BA
432270,4322707,Vera Cruz,RS
355660,3556602,Vera Cruz,SP
412855,4128559,Vera Cruz do Oeste,PR
221150,2211506,Vera Mendes,PI
432280,4322806,Veranópolis,RS
261610,2616100,Verdejante,PE
317103,3171030,Verdelândia,MG
412860,4128609,Verê,PR
293325,2933257,Vereda,BA
317107,3171071,Veredinha,MG
317110,3171105,Veríssimo,MG
317115,3171154,Vermelho Novo,MG
261618,2616183,Vertente do Lério,PE
261620,2616209,Vertentes,PE
317120,3171204,Vespasiano,MG
432285,4322855,Vespasiano Corrêa,RS
432290,4322905,Viadutos,RS
432300,4323002,Viamão,RS
320510,3205101,Viana,ES
211280,2112803,Viana,MA
522200,5222005,Vianópolis,GO
261630,2616308,Vicência,PE
432310,4323101,Vicente Dutra,RS
500840,5008404,Vicentina,MS
522205,5222054,Vicentinópolis,GO
241490,2414902,Viçosa,RN
270940,2709400,Viçosa,AL
317130,3171303,Viçosa,MG
231410,2314102,Viçosa do Ceará,CE
432320,4323200,Victor Graeff,RS
421920,4219200,Vidal Ramos,SC
421930,4219309,Videira,SC
317140,3171402,Vieiras,MG
251720,2517209,Vieirópolis,PB
150820,1508209,Vigia,PA
510550,5105507,Vila Bela da Santíssima Trindade,MT
522220,5222203,Vila Boa,GO
241500,2415008,Vila Flor,RN
432330,4323309,Vila Flores,RS
432335,4323358,Vila Lângaro,RS
432340,4323408,Vila Maria,RS
221160,2211605,Vila Nova do Piauí,PI
432345,4323457,Vila Nova do Sul,RS
211285,2112852,Vila Nova dos Martírios,MA
320515,3205150,Vila Pavão,ES
522230,5222302,Vila Propício,GO
510860,5108600,Vila Rica,MT
320517,3205176,Vila Valério,ES
320520,3205200,Vila Velha,ES
110030,1100304,Vilhena,RO
355670,3556701,Vinhedo,SP
355680,3556800,Viradouro,SP
317160,3171600,Virgem da Lapa,MG
317170,3171709,Virgínia,MG
317180,3171808,Virginópolis,MG
317190,3171907,Virgolândia,MG
412865,4128658,Virmond,PR
317200,3172004,Visconde do Rio Branco,MG
150830,1508308,Viseu,PA
432350,4323507,Vista Alegre,RS
355690,3556909,Vista Alegre do Alto,SP
432360,4323606,Vista Alegre do Prata,RS
432370,4323705,Vista Gaúcha,RS
250550,2505501,Vista Serrana,PB
421935,4219358,Vitor Meireles,SC
320530,3205309,Vitória,ES
355695,3556958,Vitória Brasil,SP
293330,2933307,Vitória da Conquista,BA
432375,4323754,Vitória das Missões,RS
261640,2616407,Vitória de Santo Antão,PE
160080,1600808,Vitória do Jari,AP
211290,2112902,Vitória do Mearim,MA
150835,1508357,Vitória do Xingu,PA
412870,4128708,Vitorino,PR
211300,2113009,Vitorino Freire,MA
317210,3172103,Volta Grande,MG
330630,3306305,Volta Redonda,RJ
355700,3557006,Votorantim,SP
355710,3557105,Votuporanga,SP
293340,2933406,Wagner,BA
221170,2211704,Wall Ferraz,PI
172208,1722081,Wanderlândia,TO
293345,2933455,Wanderley,BA
317220,3172202,Wenceslau Braz,MG
412850,4128500,Wenceslau Braz,PR
293350,2933505,Wenceslau Guimarães,BA
432377,4323770,Westfália,RS
421940,4219408,Witmarsum,SC
172210,1722107,Xambioá,TO
412880,4128807,Xambrê,PR
432380,4323804,Xangri-lá,RS
421950,4219507,Xanxerê,SC
120070,1200708,Xapuri,AC
421960,4219606,Xavantina,SC
421970,4219705,Xaxim,SC
261650,2616506,Xexéu,PE
150840,1508407,Xinguara,PA
293360,2933604,Xique-Xique,BA
251740,2517407,Zabelê,PB
355715,3557154,Zacarias,SP
211400,2114007,Zé Doca,MA
421985,4219853,Zortéa,SC
